"Relative Time (Process)","stage2-uvit-20260526-011258 - system/gpu.0.memoryAllocated","stage2-uvit-20260526-011258 - system/gpu.0.memoryAllocated__MIN","stage2-uvit-20260526-011258 - system/gpu.0.memoryAllocated__MAX"
"24691.355700637","49.48476428920372","49.48476428920372","49.48476428920372"
"24706.355368425","49.482474352711286","49.482474352711286","49.482474352711286"
"24721.355646976","49.482474352711286","49.482474352711286","49.482474352711286"
"24736.355702332","49.49061634912881","49.49061634912881","49.49061634912881"
"24751.35585705","49.468480296368675","49.468480296368675","49.468480296368675"
"24766.355998112","49.476622292786196","49.476622292786196","49.476622292786196"
"24781.355407791","49.476622292786196","49.476622292786196","49.476622292786196"
"24796.356339333","49.476622292786196","49.476622292786196","49.476622292786196"
"24811.355918465","49.45982942517505","49.45982942517505","49.45982942517505"
"24826.356163371","49.46059273733919","49.46059273733919","49.46059273733919"
"24841.355943079","49.46135604950334","49.46135604950334","49.46135604950334"
"24856.357056083","49.470261358085004","49.470261358085004","49.470261358085004"
"24871.355309537","49.46797142159258","49.46797142159258","49.46797142159258"
"24886.355903905","49.46797142159258","49.46797142159258","49.46797142159258"
"24901.355673137","49.46797142159258","49.46797142159258","49.46797142159258"
"24916.355472537","49.467208109428434","49.467208109428434","49.467208109428434"
"24931.355169621","49.467208109428434","49.467208109428434","49.467208109428434"
"24946.356012299","49.46797142159258","49.46797142159258","49.46797142159258"
"24961.355840025","49.46797142159258","49.46797142159258","49.46797142159258"
"24976.356941852","49.467208109428434","49.467208109428434","49.467208109428434"
"24991.355792768","49.46797142159258","49.46797142159258","49.46797142159258"
"25006.355527533","49.46873473375672","49.46873473375672","49.46873473375672"
