"Step","stage2-uvit-20260526-011258 - epoch","stage2-uvit-20260526-011258 - epoch__MIN","stage2-uvit-20260526-011258 - epoch__MAX"
"24796","14","14","14"
"24802","14","14","14"
"24803","14","14","14"
"24810","14","14","14"
"24811","14","14","14"
"24812","14","14","14"
"24816","14","14","14"
"24817","14","14","14"
"24819","14","14","14"
"24820","14","14","14"
"24831","14","14","14"
"24834","14","14","14"
"24842","14","14","14"
"24843","14","14","14"
"24844","14","14","14"
"24852","14","14","14"
"24859","14","14","14"
"24864","14","14","14"
"24868","14","14","14"
"24871","14","14","14"
"24875","14","14","14"
"24876","14","14","14"
"24880","14","14","14"
"24886","14","14","14"
"24887","14","14","14"
"24890","14","14","14"
"24894","14","14","14"
"24896","14","14","14"
"24897","14","14","14"
"24899","14","14","14"
"24904","14","14","14"
"24907","14","14","14"
"24914","14","14","14"
"24920","14","14","14"
"24926","14","14","14"
"24927","14","14","14"
"24932","14","14","14"
"24934","14","14","14"
"24935","14","14","14"
"24942","14","14","14"
"24960","14","14","14"
"24964","14","14","14"
"24967","14","14","14"
"24970","14","14","14"
"24975","14","14","14"
"24977","14","14","14"
"24988","14","14","14"
"25004","14","14","14"
"25005","14","14","14"
"25006","14","14","14"
"25008","14","14","14"
"25009","14","14","14"
"25016","14","14","14"
"25021","14","14","14"
"25026","14","14","14"
"25027","14","14","14"
"25032","14","14","14"
"25033","14","14","14"
"25035","14","14","14"
"25038","14","14","14"
"25053","14","14","14"
"25055","14","14","14"
"25056","14","14","14"
"25060","14","14","14"
"25062","14","14","14"
"25067","14","14","14"
"25068","14","14","14"
"25070","14","14","14"
"25077","14","14","14"
"25092","14","14","14"
"25096","14","14","14"
"25105","14","14","14"
"25106","14","14","14"
"25114","14","14","14"
"25126","14","14","14"
"25137","14","14","14"
"25140","14","14","14"
"25141","14","14","14"
"25142","14","14","14"
"25145","14","14","14"
"25161","14","14","14"
"25162","14","14","14"
"25168","14","14","14"
"25172","14","14","14"
"25179","14","14","14"
"25180","14","14","14"
"25181","14","14","14"
"25182","14","14","14"
"25183","14","14","14"
"25190","14","14","14"
"25196","14","14","14"
"25203","14","14","14"
"25206","14","14","14"
"25209","14","14","14"
"25213","14","14","14"
"25217","14","14","14"
"25220","14","14","14"
"25224","14","14","14"
"25228","14","14","14"
"25230","14","14","14"
"25231","14","14","14"
"25238","14","14","14"
"25239","14","14","14"
"25247","14","14","14"
"25252","14","14","14"
"25253","14","14","14"
"25258","14","14","14"
"25262","14","14","14"
"25265","14","14","14"
"25277","14","14","14"
"25289","14","14","14"
"25290","14","14","14"
"25300","14","14","14"
"25301","14","14","14"
"25302","14","14","14"
"25304","14","14","14"
"25310","14","14","14"
"25312","14","14","14"
"25317","14","14","14"
"25320","14","14","14"
"25322","14","14","14"
"25330","14","14","14"
"25335","14","14","14"
"25339","14","14","14"
"25340","14","14","14"
"25346","14","14","14"
"25347","14","14","14"
"25349","14","14","14"
"25351","14","14","14"
"25352","14","14","14"
"25358","14","14","14"
"25368","14","14","14"
"25371","14","14","14"
"25374","14","14","14"
"25380","14","14","14"
"25381","14","14","14"
"25386","14","14","14"
"25388","14","14","14"
"25389","14","14","14"
"25391","14","14","14"
"25401","14","14","14"
"25405","14","14","14"
"25409","14","14","14"
"25420","14","14","14"
"25423","14","14","14"
"25432","14","14","14"
"25437","14","14","14"
"25440","14","14","14"
"25447","14","14","14"
"25457","14","14","14"
"25466","14","14","14"
"25468","14","14","14"
"25469","14","14","14"
"25474","14","14","14"
"25479","14","14","14"
"25480","14","14","14"
"25486","14","14","14"
"25494","14","14","14"
"25500","14","14","14"
"25503","14","14","14"
"25504","14","14","14"
"25514","14","14","14"
"25517","14","14","14"
"25523","14","14","14"
"25530","14","14","14"
"25531","14","14","14"
"25536","14","14","14"
"25539","14","14","14"
"25540","14","14","14"
"25543","14","14","14"
"25566","14","14","14"
"25567","14","14","14"
"25568","14","14","14"
"25573","14","14","14"
"25575","14","14","14"
"25580","14","14","14"
"25581","14","14","14"
"25582","14","14","14"
"25591","14","14","14"
"25592","14","14","14"
"25596","14","14","14"
"25597","14","14","14"
"25605","14","14","14"
"25607","14","14","14"
"25614","14","14","14"
"25617","14","14","14"
"25621","14","14","14"
"25626","14","14","14"
"25628","14","14","14"
"25640","14","14","14"
"25646","14","14","14"
"25653","14","14","14"
"25662","14","14","14"
"25670","14","14","14"
"25675","14","14","14"
"25678","14","14","14"
"25679","14","14","14"
"25683","14","14","14"
"25689","14","14","14"
"25693","14","14","14"
"25695","14","14","14"
"25706","14","14","14"
"25710","14","14","14"
"25722","14","14","14"
"25725","14","14","14"
"25727","14","14","14"
"25730","14","14","14"
"25733","14","14","14"
"25734","14","14","14"
"25740","14","14","14"
"25751","14","14","14"
"25757","14","14","14"
"25758","14","14","14"
"25759","14","14","14"
"25764","14","14","14"
"25765","14","14","14"
"25767","14","14","14"
"25768","14","14","14"
"25771","14","14","14"
"25774","14","14","14"
"25775","14","14","14"
"25777","14","14","14"
"25779","14","14","14"
"25781","14","14","14"
"25784","14","14","14"
"25785","14","14","14"
"25791","14","14","14"
"25805","14","14","14"
"25815","14","14","14"
"25822","14","14","14"
"25829","14","14","14"
"25836","14","14","14"
"25839","14","14","14"
"25846","14","14","14"
"25850","14","14","14"
"25858","14","14","14"
"25871","14","14","14"
"25887","14","14","14"
"25890","14","14","14"
"25897","14","14","14"
"25899","14","14","14"
"25906","14","14","14"
"25908","14","14","14"
"25912","14","14","14"
"25914","14","14","14"
"25922","14","14","14"
"25925","14","14","14"
"25926","14","14","14"
"25932","14","14","14"
"25934","14","14","14"
"25938","14","14","14"
"25940","14","14","14"
"25941","14","14","14"
"25943","14","14","14"
"25951","14","14","14"
"25957","14","14","14"
"25958","14","14","14"
"25961","14","14","14"
"25964","14","14","14"
"25965","14","14","14"
"25966","14","14","14"
"25971","14","14","14"
"25981","14","14","14"
"25985","14","14","14"
"25990","14","14","14"
"26016","14","14","14"
"26018","14","14","14"
"26019","14","14","14"
"26029","14","14","14"
"26032","14","14","14"
"26042","14","14","14"
"26044","14","14","14"
"26046","14","14","14"
"26050","14","14","14"
"26053","14","14","14"
"26068","14","14","14"
"26071","14","14","14"
"26075","14","14","14"
"26079","14","14","14"
"26082","14","14","14"
"26084","14","14","14"
"26085","14","14","14"
"26090","14","14","14"
"26094","14","14","14"
"26106","14","14","14"
"26113","14","14","14"
"26114","14","14","14"
"26115","14","14","14"
"26116","14","14","14"
"26118","14","14","14"
"26121","14","14","14"
"26122","14","14","14"
"26129","14","14","14"
"26132","14","14","14"
"26138","14","14","14"
"26144","14","14","14"
"26149","14","14","14"
"26150","14","14","14"
"26154","14","14","14"
"26155","14","14","14"
"26159","14","14","14"
"26164","14","14","14"
"26167","14","14","14"
"26169","14","14","14"
"26178","14","14","14"
"26184","14","14","14"
"26200","14","14","14"
"26210","14","14","14"
"26217","14","14","14"
"26220","14","14","14"
"26223","14","14","14"
"26227","14","14","14"
"26235","14","14","14"
"26239","14","14","14"
"26240","14","14","14"
"26253","14","14","14"
"26260","14","14","14"
"26264","14","14","14"
"26266","14","14","14"
"26267","14","14","14"
"26290","14","14","14"
"26295","14","14","14"
"26298","14","14","14"
"26307","14","14","14"
"26311","14","14","14"
"26317","14","14","14"
"26318","14","14","14"
"26320","14","14","14"
"26321","14","14","14"
"26331","14","14","14"
"26332","14","14","14"
"26333","14","14","14"
"26343","14","14","14"
"26348","14","14","14"
"26357","14","14","14"
"26362","14","14","14"
"26365","14","14","14"
"26366","14","14","14"
"26370","14","14","14"
"26372","14","14","14"
"26376","14","14","14"
"26377","14","14","14"
"26383","14","14","14"
"26387","14","14","14"
"26390","14","14","14"
"26393","14","14","14"
"26398","14","14","14"
"26400","14","14","14"
"26408","14","14","14"
"26411","14","14","14"
"26423","14","14","14"
"26431","14","14","14"
"26444","14","14","14"
"26445","14","14","14"
"26453","14","14","14"
"26464","14","14","14"
"26481","14","14","14"
"26482","14","14","14"
"26483","14","14","14"
"26484","14","14","14"
"26486","14","14","14"
"26490","14","14","14"
"26502","14","14","14"
"26507","14","14","14"
"26510","14","14","14"
"26511","14","14","14"
"26515","14","14","14"
"26521","14","14","14"
"26523","14","14","14"
"26529","14","14","14"
"26533","14","14","14"
"26546","14","14","14"
"26547","14","14","14"
"26557","14","14","14"
"26561","14","14","14"
"26565","14","14","14"
"26569","14","14","14"
"26572","14","14","14"
"26577","14","14","14"
"26578","14","14","14"
"26589","14","14","14"
"26591","14","14","14"
"26598","14","14","14"
"26602","14","14","14"
"26625","14","14","14"
"26626","14","14","14"
"26628","14","14","14"
"26629","14","14","14"
"26635","14","14","14"
"26660","14","14","14"
"26663","14","14","14"
"26669","15","15","15"
"26674","15","15","15"
"26686","15","15","15"
"26691","15","15","15"
"26694","15","15","15"
"26701","15","15","15"
"26708","15","15","15"
"26709","15","15","15"
"26723","15","15","15"
"26737","15","15","15"
"26738","15","15","15"
"26741","15","15","15"
"26752","15","15","15"
"26753","15","15","15"
"26759","15","15","15"
"26762","15","15","15"
"26763","15","15","15"
"26767","15","15","15"
"26768","15","15","15"
"26772","15","15","15"
"26775","15","15","15"
"26777","15","15","15"
"26779","15","15","15"
"26782","15","15","15"
"26786","15","15","15"
"26790","15","15","15"
"26798","15","15","15"
"26799","15","15","15"
"26809","15","15","15"
"26819","15","15","15"
"26821","15","15","15"
"26834","15","15","15"
"26835","15","15","15"
"26837","15","15","15"
"26847","15","15","15"
"26850","15","15","15"
"26862","15","15","15"
"26863","15","15","15"
"26868","15","15","15"
"26877","15","15","15"
"26878","15","15","15"
"26888","15","15","15"
"26891","15","15","15"
"26901","15","15","15"
"26905","15","15","15"
"26911","15","15","15"
"26925","15","15","15"
"26929","15","15","15"
"26934","15","15","15"
"26938","15","15","15"
"26945","15","15","15"
"26951","15","15","15"
"26952","15","15","15"
"26959","15","15","15"
"26960","15","15","15"
"26968","15","15","15"
"26969","15","15","15"
"26973","15","15","15"
"26980","15","15","15"
"26981","15","15","15"
"26983","15","15","15"
"26988","15","15","15"
"26990","15","15","15"
"26993","15","15","15"
"26998","15","15","15"
"27004","15","15","15"
"27005","15","15","15"
"27014","15","15","15"
"27015","15","15","15"
"27033","15","15","15"
"27041","15","15","15"
"27046","15","15","15"
"27058","15","15","15"
"27067","15","15","15"
"27069","15","15","15"
"27070","15","15","15"
"27085","15","15","15"
"27087","15","15","15"
"27093","15","15","15"
"27094","15","15","15"
"27100","15","15","15"
"27104","15","15","15"
"27118","15","15","15"
"27128","15","15","15"
"27132","15","15","15"
"27139","15","15","15"
"27140","15","15","15"
"27142","15","15","15"
"27146","15","15","15"
"27148","15","15","15"
"27160","15","15","15"
"27167","15","15","15"
"27170","15","15","15"
"27180","15","15","15"
"27181","15","15","15"
"27185","15","15","15"
"27188","15","15","15"
"27190","15","15","15"
"27191","15","15","15"
"27192","15","15","15"
"27193","15","15","15"
"27194","15","15","15"
"27196","15","15","15"
"27198","15","15","15"
"27200","15","15","15"
"27201","15","15","15"
"27204","15","15","15"
"27209","15","15","15"
"27214","15","15","15"
"27217","15","15","15"
"27225","15","15","15"
"27227","15","15","15"
"27229","15","15","15"
"27236","15","15","15"
"27240","15","15","15"
"27248","15","15","15"
"27252","15","15","15"
"27255","15","15","15"
"27263","15","15","15"
"27273","15","15","15"
"27274","15","15","15"
"27278","15","15","15"
"27286","15","15","15"
"27287","15","15","15"
"27305","15","15","15"
"27316","15","15","15"
"27318","15","15","15"
"27325","15","15","15"
"27327","15","15","15"
"27332","15","15","15"
"27337","15","15","15"
"27345","15","15","15"
"27347","15","15","15"
"27349","15","15","15"
"27351","15","15","15"
"27367","15","15","15"
"27373","15","15","15"
"27380","15","15","15"
"27392","15","15","15"
"27396","15","15","15"
"27397","15","15","15"
"27401","15","15","15"
"27402","15","15","15"
"27409","15","15","15"
"27415","15","15","15"
"27433","15","15","15"
"27435","15","15","15"
"27436","15","15","15"
"27443","15","15","15"
"27446","15","15","15"
"27449","15","15","15"
"27454","15","15","15"
"27458","15","15","15"
"27464","15","15","15"
"27467","15","15","15"
"27470","15","15","15"
"27473","15","15","15"
"27474","15","15","15"
"27476","15","15","15"
"27477","15","15","15"
"27480","15","15","15"
"27481","15","15","15"
"27487","15","15","15"
"27492","15","15","15"
"27494","15","15","15"
"27506","15","15","15"
"27509","15","15","15"
"27511","15","15","15"
"27513","15","15","15"
"27515","15","15","15"
"27517","15","15","15"
"27518","15","15","15"
"27526","15","15","15"
"27528","15","15","15"
"27531","15","15","15"
"27542","15","15","15"
"27545","15","15","15"
"27547","15","15","15"
"27549","15","15","15"
"27554","15","15","15"
"27556","15","15","15"
"27564","15","15","15"
"27567","15","15","15"
"27569","15","15","15"
"27570","15","15","15"
"27590","15","15","15"
"27591","15","15","15"
"27592","15","15","15"
"27595","15","15","15"
"27596","15","15","15"
"27601","15","15","15"
"27614","15","15","15"
"27618","15","15","15"
"27623","15","15","15"
"27630","15","15","15"
"27631","15","15","15"
"27634","15","15","15"
"27636","15","15","15"
"27640","15","15","15"
"27650","15","15","15"
"27651","15","15","15"
"27652","15","15","15"
"27658","15","15","15"
"27661","15","15","15"
"27663","15","15","15"
"27680","15","15","15"
"27681","15","15","15"
"27683","15","15","15"
"27685","15","15","15"
"27690","15","15","15"
"27702","15","15","15"
"27708","15","15","15"
"27712","15","15","15"
"27713","15","15","15"
"27717","15","15","15"
"27721","15","15","15"
"27728","15","15","15"
"27732","15","15","15"
"27744","15","15","15"
"27745","15","15","15"
"27751","15","15","15"
"27753","15","15","15"
"27754","15","15","15"
"27761","15","15","15"
"27765","15","15","15"
"27770","15","15","15"
"27772","15","15","15"
"27775","15","15","15"
"27782","15","15","15"
"27791","15","15","15"
"27794","15","15","15"
"27799","15","15","15"
"27800","15","15","15"
"27815","15","15","15"
"27821","15","15","15"
"27833","15","15","15"
"27834","15","15","15"
"27840","15","15","15"
"27847","15","15","15"
"27849","15","15","15"
"27864","15","15","15"
"27865","15","15","15"
"27868","15","15","15"
"27870","15","15","15"
"27889","15","15","15"
"27900","15","15","15"
"27908","15","15","15"
"27913","15","15","15"
"27918","15","15","15"
"27919","15","15","15"
"27921","15","15","15"
"27923","15","15","15"
"27926","15","15","15"
"27927","15","15","15"
"27929","15","15","15"
"27931","15","15","15"
"27936","15","15","15"
"27938","15","15","15"
"27946","15","15","15"
"27949","15","15","15"
"27956","15","15","15"
"27965","15","15","15"
"27969","15","15","15"
"27970","15","15","15"
"27971","15","15","15"
"27974","15","15","15"
"27989","15","15","15"
"27993","15","15","15"
"27995","15","15","15"
"27996","15","15","15"
"28001","15","15","15"
"28007","15","15","15"
"28011","15","15","15"
"28015","15","15","15"
"28016","15","15","15"
"28025","15","15","15"
"28030","15","15","15"
"28035","15","15","15"
"28036","15","15","15"
"28048","15","15","15"
"28064","15","15","15"
"28067","15","15","15"
"28070","15","15","15"
"28071","15","15","15"
"28077","15","15","15"
"28078","15","15","15"
"28079","15","15","15"
"28083","15","15","15"
"28084","15","15","15"
"28093","15","15","15"
"28094","15","15","15"
"28099","15","15","15"
"28102","15","15","15"
"28108","15","15","15"
"28113","15","15","15"
"28116","15","15","15"
"28118","15","15","15"
"28127","15","15","15"
"28133","15","15","15"
"28134","15","15","15"
"28157","15","15","15"
"28163","15","15","15"
"28164","15","15","15"
"28166","15","15","15"
"28167","15","15","15"
"28173","15","15","15"
"28174","15","15","15"
"28177","15","15","15"
"28188","15","15","15"
"28194","15","15","15"
"28195","15","15","15"
"28198","15","15","15"
"28199","15","15","15"
"28215","15","15","15"
"28229","15","15","15"
"28232","15","15","15"
"28236","15","15","15"
"28242","15","15","15"
"28244","15","15","15"
"28248","15","15","15"
"28250","15","15","15"
"28251","15","15","15"
"28260","15","15","15"
"28263","15","15","15"
"28268","15","15","15"
"28273","15","15","15"
"28274","15","15","15"
"28286","15","15","15"
"28298","15","15","15"
"28309","15","15","15"
"28332","15","15","15"
"28337","15","15","15"
"28340","15","15","15"
"28345","15","15","15"
"28346","15","15","15"
"28361","15","15","15"
"28362","15","15","15"
"28363","15","15","15"
"28371","15","15","15"
"28372","15","15","15"
"28373","15","15","15"
"28375","15","15","15"
"28378","15","15","15"
"28379","15","15","15"
"28387","15","15","15"
"28394","15","15","15"
"28395","15","15","15"
"28399","15","15","15"
"28404","15","15","15"
"28409","15","15","15"
"28410","15","15","15"
"28414","15","15","15"
"28417","15","15","15"
"28425","15","15","15"
"28426","15","15","15"
"28448","15","15","15"
"28449","15","15","15"
"28451","15","15","15"
"28453","15","15","15"
"28458","15","15","15"
"28460","15","15","15"
"28462","15","15","15"
"28464","15","15","15"
"28470","15","15","15"
"28472","15","15","15"
"28488","15","15","15"
"28505","15","15","15"
"28506","15","15","15"
"28508","15","15","15"
"28514","15","15","15"
"28517","15","15","15"
"28519","15","15","15"
"28527","15","15","15"
"28541","15","15","15"
"28543","15","15","15"
"28545","15","15","15"
"28548","15","15","15"
"28559","15","15","15"
"28565","15","15","15"
"28574","15","15","15"
"28585","15","15","15"
"28586","15","15","15"
"28589","15","15","15"
"28591","15","15","15"
"28592","15","15","15"
"28595","15","15","15"
"28597","15","15","15"
"28599","15","15","15"
"28601","15","15","15"
"28603","15","15","15"
"28606","15","15","15"
"28610","15","15","15"
"28616","15","15","15"
"28618","15","15","15"
"28620","15","15","15"
"28621","15","15","15"
"28628","15","15","15"
"28631","15","15","15"
"28643","15","15","15"
"28644","15","15","15"
"28660","15","15","15"
"28661","15","15","15"
"28665","15","15","15"
"28667","15","15","15"
"28668","15","15","15"
"28672","15","15","15"
"28674","15","15","15"
"28680","15","15","15"
"28681","15","15","15"
"28686","15","15","15"
"28692","15","15","15"
"28694","15","15","15"
"28700","15","15","15"
"28702","15","15","15"
"28706","15","15","15"
"28711","15","15","15"
"28712","15","15","15"
"28716","15","15","15"
"28717","15","15","15"
"28721","15","15","15"
"28731","15","15","15"
"28736","15","15","15"
"28748","15","15","15"
"28750","15","15","15"
"28754","15","15","15"
"28755","15","15","15"
"28760","15","15","15"
"28772","15","15","15"
"28773","15","15","15"
"28790","15","15","15"
"28804","15","15","15"
"28805","15","15","15"
"28806","15","15","15"
"28808","15","15","15"
"28811","15","15","15"
"28812","15","15","15"
"28815","15","15","15"
"28821","15","15","15"
"28825","15","15","15"
"28830","15","15","15"
"28832","15","15","15"
"28843","15","15","15"
"28845","15","15","15"
"28850","15","15","15"
"28851","15","15","15"
"28860","15","15","15"
"28861","15","15","15"
"28865","15","15","15"
"28866","15","15","15"
"28867","15","15","15"
"28871","15","15","15"
"28875","15","15","15"
"28879","15","15","15"
"28881","15","15","15"
"28882","15","15","15"
"28885","15","15","15"
"28892","15","15","15"
"28893","15","15","15"
"28896","15","15","15"
"28898","15","15","15"
"28916","15","15","15"
"28917","15","15","15"
"28922","15","15","15"
"28924","15","15","15"
"28927","15","15","15"
"28932","15","15","15"
"28938","15","15","15"
"28939","15","15","15"
"28941","15","15","15"
"28944","15","15","15"
"28953","15","15","15"
"28965","15","15","15"
"28976","15","15","15"
"28981","15","15","15"
"28983","15","15","15"
"28988","15","15","15"
"28993","15","15","15"
"29001","15","15","15"
"29004","15","15","15"
"29007","15","15","15"
"29011","15","15","15"
"29017","15","15","15"
"29021","15","15","15"
"29022","15","15","15"
"29026","15","15","15"
"29034","15","15","15"
"29036","15","15","15"
"29053","15","15","15"
"29058","15","15","15"
"29059","15","15","15"
"29062","15","15","15"
"29065","15","15","15"
"29067","15","15","15"
"29076","15","15","15"
"29077","15","15","15"
"29082","15","15","15"
"29086","15","15","15"
"29090","15","15","15"
"29096","15","15","15"
"29104","15","15","15"
"29105","15","15","15"
"29110","15","15","15"
"29112","15","15","15"
"29113","15","15","15"
"29117","15","15","15"
"29123","15","15","15"
"29127","15","15","15"
"29132","15","15","15"
"29139","15","15","15"
"29140","15","15","15"
"29152","15","15","15"
"29157","15","15","15"
"29162","15","15","15"
"29171","15","15","15"
"29172","15","15","15"
"29175","15","15","15"
"29176","15","15","15"
"29179","15","15","15"
"29181","15","15","15"
"29183","15","15","15"
"29189","15","15","15"
"29190","15","15","15"
"29191","15","15","15"
"29197","15","15","15"
"29221","15","15","15"
"29224","15","15","15"
"29232","15","15","15"
"29239","15","15","15"
"29241","15","15","15"
"29264","15","15","15"
"29269","15","15","15"
"29272","15","15","15"
"29274","15","15","15"
"29277","15","15","15"
"29279","15","15","15"
"29281","15","15","15"
"29287","15","15","15"
"29293","15","15","15"
"29301","15","15","15"
"29306","15","15","15"
"29308","15","15","15"
"29321","15","15","15"
"29325","15","15","15"
"29327","15","15","15"
"29329","15","15","15"
"29331","15","15","15"
"29335","15","15","15"
"29345","15","15","15"
"29347","15","15","15"
"29349","15","15","15"
"29358","15","15","15"
"29360","15","15","15"
"29382","15","15","15"
"29393","15","15","15"
"29399","15","15","15"
"29401","15","15","15"
"29408","15","15","15"
"29409","15","15","15"
"29412","15","15","15"
"29413","15","15","15"
"29417","15","15","15"
"29418","15","15","15"
"29423","15","15","15"
"29424","15","15","15"
"29427","15","15","15"
"29428","15","15","15"
"29432","15","15","15"
"29455","15","15","15"
"29458","15","15","15"
"29460","15","15","15"
"29461","15","15","15"
"29467","15","15","15"
"29469","15","15","15"
"29472","15","15","15"
"29473","15","15","15"
"29475","15","15","15"
"29478","15","15","15"
"29483","15","15","15"
"29501","15","15","15"
"29505","15","15","15"
"29508","15","15","15"
"29510","15","15","15"
"29516","15","15","15"
"29517","15","15","15"
"29523","15","15","15"
"29538","15","15","15"
"29539","15","15","15"
"29542","15","15","15"
"29545","15","15","15"
"29560","15","15","15"
"29569","15","15","15"
"29574","15","15","15"
"29579","15","15","15"
"29581","15","15","15"
"29582","15","15","15"
"29583","15","15","15"
"29584","15","15","15"
"29585","15","15","15"
"29586","15","15","15"
"29591","15","15","15"
"29593","15","15","15"
"29595","15","15","15"
"29596","15","15","15"
"29598","15","15","15"
"29603","15","15","15"
"29604","15","15","15"
"29605","15","15","15"
"29606","15","15","15"
"29608","15","15","15"
"29609","15","15","15"
"29610","15","15","15"
"29611","15","15","15"
"29621","15","15","15"
"29625","15","15","15"
"29626","15","15","15"
"29629","15","15","15"
"29636","15","15","15"
"29640","15","15","15"
"29642","15","15","15"
"29646","15","15","15"
"29654","15","15","15"
"29661","15","15","15"
"29664","15","15","15"
"29669","15","15","15"
"29678","15","15","15"
"29681","15","15","15"
"29682","15","15","15"
"29689","15","15","15"
"29693","15","15","15"
"29696","15","15","15"
"29705","15","15","15"
"29709","15","15","15"
"29712","15","15","15"
"29713","15","15","15"
"29714","15","15","15"
"29715","15","15","15"
"29721","15","15","15"
"29725","15","15","15"
"29729","15","15","15"
"29731","15","15","15"
"29736","15","15","15"
"29738","15","15","15"
"29750","15","15","15"
"29762","15","15","15"
"29779","15","15","15"
"29781","15","15","15"
"29782","15","15","15"
"29783","15","15","15"
"29784","15","15","15"
"29787","15","15","15"
"29788","15","15","15"
"29796","15","15","15"
"29797","15","15","15"
"29799","15","15","15"
"29807","15","15","15"
"29809","15","15","15"
"29821","15","15","15"
"29822","15","15","15"
"29828","15","15","15"
"29831","15","15","15"
"29833","15","15","15"
"29839","15","15","15"
"29855","15","15","15"
"29881","15","15","15"
"29889","15","15","15"
"29890","15","15","15"
"29891","15","15","15"
"29894","15","15","15"
"29898","15","15","15"
"29904","15","15","15"
"29905","15","15","15"
"29907","15","15","15"
"29919","15","15","15"
"29926","15","15","15"
"29931","15","15","15"
"29933","15","15","15"
"29936","15","15","15"
"29948","15","15","15"
"29953","15","15","15"
"29956","15","15","15"
"29963","15","15","15"
"29966","15","15","15"
"29969","15","15","15"
"29971","15","15","15"
"29981","15","15","15"
"29989","15","15","15"
"29992","15","15","15"
"29996","15","15","15"
"29999","15","15","15"
"30009","15","15","15"
"30030","15","15","15"
"30038","15","15","15"
"30040","15","15","15"
"30052","15","15","15"
"30053","15","15","15"
"30065","15","15","15"
"30069","15","15","15"
"30072","15","15","15"
"30075","15","15","15"
"30078","15","15","15"
"30099","15","15","15"
"30103","15","15","15"
"30104","15","15","15"
"30106","15","15","15"
"30110","15","15","15"
"30111","15","15","15"
"30115","15","15","15"
"30120","15","15","15"
"30124","15","15","15"
"30125","15","15","15"
"30126","15","15","15"
"30129","15","15","15"
"30130","15","15","15"
"30134","15","15","15"
"30138","15","15","15"
"30141","15","15","15"
"30147","15","15","15"
"30154","15","15","15"
"30160","15","15","15"
"30163","15","15","15"
"30176","15","15","15"
"30184","15","15","15"
"30189","15","15","15"
"30191","15","15","15"
"30192","15","15","15"
"30193","15","15","15"
"30197","15","15","15"
"30208","15","15","15"
"30217","15","15","15"
"30218","15","15","15"
"30226","15","15","15"
"30227","15","15","15"
"30229","15","15","15"
"30232","15","15","15"
"30234","15","15","15"
"30250","15","15","15"
"30252","15","15","15"
"30253","15","15","15"
"30254","15","15","15"
"30274","15","15","15"
"30304","15","15","15"
"30308","15","15","15"
"30312","15","15","15"
"30318","15","15","15"
"30320","15","15","15"
"30325","15","15","15"
"30326","15","15","15"
"30330","15","15","15"
"30332","15","15","15"
"30340","15","15","15"
"30341","15","15","15"
"30342","15","15","15"
"30350","15","15","15"
"30354","15","15","15"
"30362","15","15","15"
"30368","15","15","15"
"30371","15","15","15"
"30375","15","15","15"
"30378","15","15","15"
"30379","15","15","15"
"30382","15","15","15"
"30384","15","15","15"
"30390","15","15","15"
"30395","15","15","15"
"30401","15","15","15"
"30402","15","15","15"
"30410","15","15","15"
"30414","15","15","15"
"30418","15","15","15"
"30428","15","15","15"
"30437","15","15","15"
"30452","15","15","15"
"30456","15","15","15"
"30457","15","15","15"
"30459","15","15","15"
"30462","15","15","15"
"30469","15","15","15"
"30477","15","15","15"
"30479","15","15","15"
"30480","15","15","15"
"30492","15","15","15"
"30493","15","15","15"
"30494","15","15","15"
"30501","15","15","15"
"30504","15","15","15"
"30507","15","15","15"
"30511","15","15","15"
"30515","15","15","15"
"30519","15","15","15"
"30523","15","15","15"
"30530","15","15","15"
"30533","15","15","15"
"30535","15","15","15"
"30536","15","15","15"
"30553","15","15","15"
"30558","15","15","15"
"30563","15","15","15"
"30565","15","15","15"
"30568","15","15","15"
"30573","15","15","15"
"30575","15","15","15"
"30580","15","15","15"
"30582","15","15","15"
"30583","15","15","15"
"30586","15","15","15"
"30591","15","15","15"
"30595","15","15","15"
"30598","15","15","15"
"30603","15","15","15"
"30604","15","15","15"
"30606","15","15","15"
"30607","15","15","15"
"30620","15","15","15"
"30624","15","15","15"
"30625","15","15","15"
"30635","15","15","15"
"30640","15","15","15"
"30645","15","15","15"
"30655","15","15","15"
"30658","15","15","15"
"30667","15","15","15"
"30669","15","15","15"
"30671","15","15","15"
"30679","15","15","15"
"30684","15","15","15"
"30690","15","15","15"
"30692","15","15","15"
"30693","15","15","15"
"30698","15","15","15"
"30699","15","15","15"
"30704","15","15","15"
"30705","15","15","15"
"30711","15","15","15"
"30715","15","15","15"
"30718","15","15","15"
"30720","15","15","15"
"30721","15","15","15"
"30725","15","15","15"
"30727","15","15","15"
"30744","15","15","15"
"30746","15","15","15"
"30751","15","15","15"
"30753","15","15","15"
"30755","15","15","15"
"30760","15","15","15"
"30761","15","15","15"
"30773","15","15","15"
"30779","15","15","15"
"30780","15","15","15"
"30788","15","15","15"
"30789","15","15","15"
"30793","15","15","15"
"30798","15","15","15"
"30803","15","15","15"
"30807","15","15","15"
"30814","15","15","15"
"30816","15","15","15"
"30820","15","15","15"
"30826","15","15","15"
"30827","15","15","15"
"30830","15","15","15"
"30832","15","15","15"
"30833","15","15","15"
"30834","15","15","15"
"30836","15","15","15"
"30838","15","15","15"
"30840","15","15","15"
"30843","15","15","15"
"30846","15","15","15"
"30848","15","15","15"
"30850","15","15","15"
"30853","15","15","15"
"30866","15","15","15"
"30869","15","15","15"
"30870","15","15","15"
